volatile acidity,citric acid,chlorides,density,pH,sulphates,alcohol,SugarFraction,Sulfur,Acidity,quality
0.33,0.39,0.074,0.99528,3.32,0.88,12.4,2.511855960131822,0.6041666666666666,2.4698795180722892,7
0.34,0.27,0.067,0.99384,3.21,0.56,12.0,2.8173549062223295,0.18181818181818182,2.0249221183800623,6
0.5,0.29,0.086,0.99502,3.32,0.62,11.5,2.3115113264054994,0.35714285714285715,2.289156626506024,6
0.36,0.34,0.062,0.99667,3.2,0.67,10.5,1.6053458015190587,0.4166666666666667,2.8749999999999996,6
0.59,0.0,0.078,0.99522,3.42,0.68,10.8,2.2105665079077994,0.5909090909090909,2.0760233918128654,6
0.42,0.46,0.074,0.99649,3.27,0.74,12.3,2.107396963341328,0.3125,2.966360856269113,6
0.36,0.31,0.079,0.99716,3.46,0.62,9.5,1.7048417505716233,0.4,2.1965317919075145,6
0.61,0.0,0.095,0.99541,3.61,0.7,11.5,2.210144563546679,0.8135593220338984,1.8005540166204987,6
0.88,0.03,0.079,0.99572,3.58,0.5,11.2,5.624071023982645,0.48936170212765956,1.8156424581005586,4
0.66,0.0,0.052,0.99318,3.35,0.66,12.7,2.416480396302785,0.5454545454545454,2.1194029850746268,7
0.915,0.0,0.041,0.99346,3.68,0.73,11.4,2.1138244116522054,0.21794871794871795,1.5217391304347825,5
0.35,0.33,0.076,0.99599,3.27,0.81,11.0,2.409662747617948,0.23404255319148937,2.5076452599388377,6
0.39,0.43,0.068,0.99478,3.19,0.46,11.4,1.658658195781982,0.45454545454545453,3.0721003134796243,5
0.4,0.4,0.068,0.99754,3.38,0.86,10.5,2.5061651663091205,0.7592592592592593,3.0177514792899407,6
0.66,0.07,0.07,0.99572,3.29,0.6,9.3,1.606877435423613,0.26229508196721313,2.066869300911854,5
0.64,0.23,0.08,0.99538,3.36,0.7,10.9,2.1097470312845346,0.09243697478991597,1.994047619047619,5
0.43,0.3,0.085,0.99346,3.33,0.46,11.9,2.013166106335434,0.15384615384615385,2.1021021021021022,6
0.8,0.03,0.079,0.9963,3.52,0.5,12.2,7.828967178560674,0.5,1.875,5
0.955,0.05,0.075,0.99616,3.3,0.44,9.6,1.8069386443944748,0.2631578947368421,2.666666666666667,4
0.4,0.57,0.08,0.99652,3.28,0.57,12.5,4.616063902380283,0.3,2.774390243902439,6
0.885,0.0,0.166,0.99551,3.56,0.51,10.8,2.310373577362357,0.5,1.8258426966292134,5
0.25,0.37,0.063,0.99439,3.52,0.8,12.4,2.5141041241364053,0.2682926829268293,2.0454545454545454,7
0.885,0.0,0.166,0.99551,3.56,0.51,10.8,2.310373577362357,0.5,1.7977528089887642,5
0.745,0.12,0.114,0.99588,3.22,0.59,9.5,1.8074466803229305,0.234375,2.1739130434782608,6
0.43,0.22,0.078,0.99633,3.52,0.6,9.5,1.8066303333232965,0.375,1.7613636363636365,6
0.58,0.23,0.076,0.99686,3.21,0.58,9.5,2.3072447485103225,0.24468085106382978,2.4610591900311527,6
0.57,0.21,0.069,0.99458,3.16,0.54,9.8,1.5081743047316456,0.4444444444444444,2.4367088607594938,6
0.26,0.26,0.052,0.9951,3.15,0.79,10.9,2.0098482564566376,0.24675324675324675,2.4444444444444446,6
0.34,0.36,0.065,0.99419,3.27,0.54,11.2,1.9111035114012411,0.5,2.4159021406727827,7
0.42,0.39,0.068,0.99516,3.35,0.69,11.7,1.808754371156397,0.5,2.5671641791044775,8
0.74,0.19,0.111,0.99878,3.14,0.55,9.4,5.8070846432647825,0.4342105263157895,3.1528662420382165,5
0.36,0.46,0.074,0.99534,3.4,0.85,11.0,2.1098318162637892,0.5454545454545454,2.1176470588235294,7
0.72,0.55,0.136,0.99752,3.35,0.94,10.0,1.704226481674553,0.46153846153846156,2.955223880597015,5
0.39,0.43,0.071,0.99428,3.45,0.87,11.2,2.0115058132518002,0.5833333333333334,1.7971014492753623,7
0.65,0.02,0.078,0.99498,3.35,0.62,10.4,2.110595187842972,0.5333333333333333,2.029850746268657,6
0.44,0.15,0.076,0.9957,3.32,0.62,9.3,2.1090689966857488,0.41509433962264153,1.9879518072289157,5
0.38,0.42,0.071,0.99659,3.15,0.75,10.5,1.906501168986243,0.38461538461538464,3.0476190476190474,6
0.33,0.46,0.081,0.99628,3.1,0.48,10.4,1.907094391135022,0.6666666666666666,3.290322580645161,6
0.27,0.46,0.095,0.99488,3.26,0.56,11.3,2.110807333547765,0.6896551724137931,2.699386503067485,6
0.57,0.31,0.079,0.99677,3.29,0.69,9.5,2.00648093341493,0.12658227848101267,2.4012158054711246,6
0.34,0.37,0.057,0.99408,3.23,0.81,12.0,1.9113149847094801,0.581081081081081,2.538699690402477,6
0.4,0.31,0.082,0.996,3.24,0.69,10.6,1.9076305220883534,0.3333333333333333,2.530864197530864,6
0.39,0.4,0.044,0.99478,3.2,0.83,10.9,1.3068216087979252,0.5,2.8125,6
0.32,0.52,0.132,0.99734,3.28,0.77,11.5,1.8048007700483286,0.38636363636363635,3.3231707317073176,6
0.53,0.22,0.078,0.99678,3.26,0.46,9.6,2.207106884167018,0.3707865168539326,2.4846625766871164,6
0.36,0.47,0.074,0.99638,3.23,0.76,12.0,2.20799293442261,0.391304347826087,3.2507739938080498,6
0.39,0.49,0.08,0.9992,3.07,0.82,10.3,2.502001601281025,0.4,4.1042345276872965,6
0.46,0.23,0.091,0.99922,3.15,0.51,9.4,2.6020295830747986,0.23376623376623376,2.9206349206349205,5
0.58,0.03,0.08,0.99592,3.02,0.47,9.2,4.1167965298417535,0.5869565217391305,2.4834437086092715,5
0.58,0.25,0.104,0.99769,3.27,0.72,9.6,2.004630696909862,0.38095238095238093,2.7522935779816513,5
0.42,0.0,0.044,0.99157,3.68,0.73,13.6,1.8153030043264724,0.20454545454545456,1.3858695652173911,7
0.43,0.29,0.075,0.99718,3.4,0.64,9.5,2.105938747267294,0.2878787878787879,2.235294117647059,5
0.18,0.34,0.066,0.9947,3.37,0.78,11.8,2.7143862471096813,0.25862068965517243,2.28486646884273,6
0.815,0.01,0.074,0.99621,3.38,0.62,10.8,2.6098914887423335,0.5333333333333333,2.307692307692308,5
0.23,0.37,0.057,0.99614,3.23,0.49,9.3,2.2085249061376917,0.3888888888888889,3.157894736842105,4
0.75,0.01,0.059,0.99242,3.39,0.4,12.8,2.216803369541122,0.6111111111111112,2.094395280235988,6
0.33,0.32,0.054,0.99572,3.3,0.56,11.5,12.95544932310288,0.05309734513274336,1.8181818181818183,4
0.55,0.0,0.07,0.99659,3.26,0.64,9.4,1.7058168354087437,0.4117647058823529,2.392638036809816,6
0.73,0.0,0.081,0.99798,3.38,0.46,9.6,2.5050602216477285,0.5,2.396449704142012,4
0.67,0.0,0.057,0.99488,3.45,0.56,11.8,4.322129302026375,0.55,1.8840579710144927,4
0.61,0.2,0.076,0.99494,3.1,0.4,9.3,1.70864574748226,0.6,2.4193548387096775,5
0.37,0.39,0.079,0.99729,3.16,0.59,9.8,2.5067934101414835,0.4307692307692308,3.1012658227848102,5
0.4,0.41,0.058,0.99414,3.22,0.6,12.2,2.01178908403243,0.375,2.795031055900621,6
0.56,0.22,0.082,0.9983,3.37,0.62,9.5,2.404086947811279,0.11627906976744186,2.462908011869436,5
0.29,0.25,0.067,0.99721,3.33,0.54,10.3,13.43749059877057,0.45,1.7717717717717718,6
0.55,0.19,0.082,0.99655,3.49,0.68,10.5,1.8062314986704129,0.4411764705882353,2.120343839541547,5
0.74,0.07,0.086,0.99502,3.12,0.48,10.0,1.7085083716910212,0.3125,2.371794871794872,5
0.41,0.33,0.081,0.9949,3.41,0.75,11.1,2.211277515328174,0.6111111111111112,2.0234604105571847,6
0.6,0.01,0.079,0.99514,3.4,0.61,10.9,2.3112325903892916,0.6486486486486487,2.088235294117647,6
0.58,0.14,0.077,0.9963,3.28,0.59,9.8,2.208170229850447,0.45,2.2865853658536586,5
0.72,0.0,0.123,0.99627,3.45,0.58,9.8,1.806739136980939,0.42857142857142855,2.0579710144927534,5
0.66,0.0,0.096,0.99569,3.43,0.58,9.5,1.4060601191133786,0.46153846153846156,2.303206997084548,5
0.7,0.06,0.079,0.99628,3.4,0.69,10.9,1.907094391135022,0.5714285714285714,2.2941176470588234,5
0.64,0.02,0.069,0.99358,3.47,0.45,11.0,2.4155075585257353,0.5652173913043478,1.7579250720461093,5
0.59,0.22,0.082,0.99499,3.1,0.42,9.2,1.8090634076724388,0.7166666666666667,2.4193548387096775,5
0.58,0.28,0.085,0.99633,3.32,0.7,11.0,4.817680888862124,0.17391304347826086,2.108433734939759,6
0.64,0.0,0.123,0.99538,3.44,0.63,11.3,2.7125318973658303,0.45454545454545453,1.9767441860465116,6
0.635,0.68,0.403,0.99632,3.02,1.15,9.3,1.8066484663561908,0.3392857142857143,2.847682119205298,5
1.02,0.0,0.083,0.99437,3.59,0.55,11.2,2.011323752727858,0.7083333333333334,1.7548746518105849,4
0.45,0.38,0.081,0.99726,3.15,0.58,9.8,2.506868820568357,0.5151515151515151,3.1111111111111116,5
0.78,0.0,0.089,0.9978,3.37,0.46,9.6,2.2048506714772502,0.5,2.433234421364985,4
0.37,0.32,0.066,0.99456,3.38,0.72,11.8,1.8098455598455598,0.5098039215686274,2.514792899408284,6
0.57,0.05,0.081,0.99564,3.38,0.6,10.3,2.3100719135430476,0.4444444444444444,2.1301775147928996,6
0.43,0.5,0.068,0.996,3.1,0.87,11.4,2.3092369477911645,0.6842105263157895,3.3548387096774195,6
0.41,0.31,0.079,0.99668,3.47,0.55,9.5,2.006662118232532,0.4117647058823529,1.9884726224783862,6
0.49,0.03,0.044,0.9908,3.5,0.82,14.0,1.8167137666532096,0.3218390804597701,1.5714285714285714,8
0.38,0.01,0.048,0.99084,3.7,0.75,14.0,1.6147914900488474,0.43333333333333335,1.3513513513513513,6
0.44,0.2,0.049,0.9935,3.38,0.57,11.7,1.6104680422747861,0.375,2.1597633136094676,6
0.46,0.0,0.077,0.99385,3.5,0.53,11.2,1.9117573074407606,0.5681818181818182,1.6857142857142857,5
0.58,0.2,0.073,0.99494,3.1,0.43,9.3,2.0101714676261886,0.7727272727272727,2.4193548387096775,5
0.58,0.13,0.102,0.9944,3.24,0.53,11.2,2.111826226870475,0.4722222222222222,2.407407407407407,6
0.715,0.22,0.075,0.99688,3.24,0.54,9.5,2.307198459192681,0.16049382716049382,2.4691358024691357,6
0.4,0.4,0.05,0.99566,3.28,0.56,12.0,6.3274611815278305,0.3,2.5914634146341466,4
0.69,0.0,0.114,0.99636,3.35,0.6,9.7,1.9069412662090006,0.3,2.08955223880597,6
0.3,0.39,0.062,0.9948,3.14,0.57,11.5,1.7088862082830718,0.3333333333333333,3.121019108280255,7
0.46,0.2,0.077,0.9956,3.37,0.64,10.4,1.9083969465648853,0.5185185185185185,2.1068249258160234,6
0.765,0.0,0.084,0.99619,3.33,0.68,10.9,2.007649143235728,0.4090909090909091,2.3723723723723724,6
0.63,0.28,0.096,0.99734,3.26,0.63,10.2,2.707201155072493,0.2463768115942029,2.668711656441718,6
0.42,0.19,0.071,0.99476,3.39,0.56,10.9,2.3121154851421446,0.5,2.0648967551622417,5
0.37,0.5,0.09,0.99734,3.15,0.57,10.5,1.8048007700483286,0.425531914893617,3.5873015873015874,5
0.16,0.44,0.068,0.99328,3.35,0.54,12.4,2.5169136597938144,0.5483870967741935,2.1194029850746268,6
0.6,0.08,0.056,0.99286,3.22,0.37,13.0,2.618697500151079,0.42857142857142855,2.484472049689441,5
0.6,0.3,0.068,0.99914,3.3,1.17,10.2,4.503873331064716,0.18181818181818182,2.121212121212121,5
0.74,0.0,0.1,0.99521,3.36,0.59,11.0,1.9091448036092884,0.5,2.261904761904762,5
0.635,0.1,0.073,0.99638,3.29,0.75,10.9,2.107629619221582,0.4166666666666667,2.492401215805471,6
0.395,0.13,0.056,0.99362,3.62,0.67,12.4,2.415410317827741,0.5,1.6298342541436464,6
0.755,0.0,0.084,0.99672,3.34,0.49,9.7,1.9062525082269843,0.5,2.245508982035928,4
0.63,0.0,0.093,0.99558,3.2,0.45,9.5,4.31909037947729,0.6580645161290323,2.0624999999999996,5
0.53,0.14,0.064,0.99323,3.35,0.61,12.1,2.114313905137783,0.5172413793103449,2.1492537313432836,6
0.6,0.0,0.063,0.99191,3.45,0.56,12.2,1.411418374650926,0.6111111111111112,1.6521739130434783,6
1.58,0.0,0.137,0.99476,3.5,0.4,10.9,2.111061964695002,0.5555555555555556,2.1714285714285713,3
0.645,0.0,0.08,0.99444,3.78,0.61,12.5,2.162020835847311,0.5357142857142857,1.3756613756613758,6
0.86,0.07,0.1,0.99598,3.6,0.74,11.7,2.008072451254041,0.3508771929824561,1.8611111111111112,6
0.37,0.32,0.064,0.99576,3.3,0.8,11.2,2.108941913714148,0.26666666666666666,2.757575757575758,6
0.28,0.44,0.081,0.99501,3.36,0.66,11.2,1.8090270449543222,0.4117647058823529,2.380952380952381,5
0.79,0.21,0.087,0.9955,3.12,0.44,9.2,2.310396785534907,0.3088235294117647,2.4358974358974357,5
0.61,0.26,0.073,0.99612,3.3,0.53,9.8,1.9074007147733203,0.2727272727272727,2.272727272727273,5
0.69,0.32,0.088,0.9979,3.29,0.62,10.1,2.5052610482012225,0.24175824175824176,2.9483282674772036,5
0.68,0.09,0.068,0.99524,3.41,0.52,11.1,3.918652787267393,0.5172413793103449,1.9941348973607036,4
0.62,0.1,0.071,0.996,3.28,0.61,9.2,1.4056224899598393,0.42857142857142855,2.1341463414634148,5
0.51,0.15,0.064,0.9929,3.33,0.59,12.8,3.0214523114110183,0.4444444444444444,1.951951951951952,6
1.18,0.21,0.083,0.99532,3.34,0.47,10.5,1.9089338102318851,0.34146341463414637,2.3952095808383236,5
0.36,0.21,0.086,0.99558,3.4,0.54,10.1,2.3102111332087825,0.3076923076923077,2.058823529411765,6
0.36,0.21,0.086,0.99556,3.4,0.53,10.1,2.4107035236449836,0.34782608695652173,2.058823529411765,6
0.63,0.27,0.083,0.99616,3.26,0.58,9.8,2.00770960488275,0.18681318681318682,2.3006134969325154,6
0.74,0.0,0.041,0.99258,4.01,0.59,12.5,1.2089705615668258,0.34782608695652173,1.346633416458853,6
0.44,0.46,0.091,0.99638,3.18,0.69,11.9,2.20799293442261,0.24390243902439024,3.1132075471698113,6
0.76,0.68,0.414,0.99652,2.9,1.33,9.1,1.705936659575322,0.28125,3.1379310344827585,6
0.66,0.34,0.094,0.99796,3.26,0.66,10.1,2.605314842278248,0.13636363636363635,2.9754601226993866,5
0.74,0.0,0.041,0.99258,4.01,0.59,12.5,1.2089705615668258,0.34782608695652173,1.2468827930174564,6
0.34,0.42,0.058,0.99392,3.18,0.55,11.4,1.8110109465550548,0.5,2.8616352201257858,5
0.36,0.39,0.06,0.99495,3.18,0.82,11.0,1.8091361374943464,0.38181818181818183,2.8616352201257858,7
0.46,0.24,0.077,0.9948,3.39,0.6,10.6,1.7088862082830718,0.5294117647058824,1.9764011799410028,6
0.52,0.11,0.073,0.9955,3.34,0.52,9.3,1.808136614766449,0.34210526315789475,1.9461077844311379,5
0.6,0.26,0.083,0.99616,3.29,0.56,9.8,2.1080950851268874,0.18681318681318682,2.2492401215805473,6
0.87,0.26,0.107,0.99668,3.26,0.46,9.2,3.8126580246418107,0.4626865671641791,2.392638036809816,5
0.39,0.1,0.075,0.99581,3.09,0.43,9.7,1.7071529709482733,0.24,2.7184466019417477,6
0.775,0.22,0.079,0.9976,3.18,0.51,9.6,2.2052927024859663,0.25,2.8616352201257858,5
0.835,0.0,0.166,0.99608,3.39,0.52,10.0,2.007870853746687,0.36363636363636365,2.1238938053097347,5
0.58,0.02,0.069,0.99387,3.38,0.66,12.6,2.4148027408011106,0.475,1.952662721893491,6
0.5,0.0,0.057,0.99448,3.36,0.45,9.5,1.4077708953422894,0.5769230769230769,1.7857142857142858,5
0.51,0.02,0.084,0.99538,3.36,0.54,10.5,1.7078904538970041,0.41935483870967744,2.232142857142857,6
0.54,0.02,0.085,0.99589,3.37,0.51,10.4,1.7070158350821876,0.5483870967741935,2.2551928783382786,6
0.42,0.48,0.077,0.99852,3.09,0.53,11.0,2.6038537034811524,0.4,3.72168284789644,5
0.44,0.24,0.063,0.99613,3.25,0.53,10.2,2.3089355806972987,0.35714285714285715,2.523076923076923,6
0.59,0.01,0.056,0.99472,3.52,0.56,11.4,2.1111468553964934,0.38461538461538464,1.7329545454545454,5
0.655,0.03,0.078,0.99587,3.34,0.39,9.5,1.8074648297468545,0.5833333333333334,2.155688622754491,5
0.57,0.0,0.081,0.99518,3.41,0.52,10.8,2.8135613657830745,0.5121951219512195,2.0234604105571847,5
0.6,0.29,0.069,0.99654,3.34,0.57,10.0,2.0069440263311056,0.4383561643835616,2.694610778443114,5
0.62,0.01,0.065,0.99332,3.32,0.51,11.8,2.3154673217090163,0.17391304347826086,2.168674698795181,6
0.645,0.03,0.086,0.9969,3.37,0.46,10.3,1.9059083157789145,0.24561403508771928,2.2551928783382786,5
0.58,0.03,0.077,0.99568,3.35,0.52,10.0,2.3099791097541376,0.25,2.1492537313432836,5
0.32,0.25,0.086,0.99464,3.36,0.44,10.1,1.809699991956889,0.15625,1.8154761904761905,5
0.34,0.25,0.084,0.99464,3.36,0.44,10.1,1.809699991956889,0.14285714285714285,1.8154761904761905,5
0.43,0.24,0.078,0.99648,3.6,0.59,11.1,2.5088310854206806,0.40298507462686567,2.0277777777777777,6
0.64,0.17,0.168,0.99736,3.28,0.5,9.5,5.4142937354616185,0.5306122448979592,2.25609756097561,5
0.475,0.4,0.091,0.99704,3.07,0.65,10.0333333333333,1.4041563026558612,0.21428571428571427,3.778501628664495,6
0.54,0.31,0.112,0.99699,3.24,0.56,10.9,2.3069439011424384,0.2894736842105263,2.839506172839506,5
0.85,0.14,0.093,0.99724,3.36,0.54,10.1,2.506919096706911,0.24074074074074073,2.4702380952380953,5
0.83,0.27,0.08,0.99652,3.29,0.48,9.8,2.006984305382732,0.1746031746031746,2.43161094224924,4
0.605,0.02,0.096,0.995,3.46,0.53,11.8,1.9095477386934672,0.3225806451612903,2.0809248554913298,6
0.5,0.09,0.115,0.9971,3.18,0.62,9.5,2.2063985558118544,0.23809523809523808,2.452830188679245,5
0.74,0.08,0.094,0.99576,3.24,0.5,9.8,1.7072386920543103,0.2222222222222222,2.253086419753086,5
0.54,0.3,0.088,0.99725,3.25,1.18,10.5,2.2060666833792935,0.08571428571428572,2.123076923076923,6
0.77,0.32,0.079,0.99656,3.27,0.5,9.8,2.107248936341013,0.21621621621621623,2.4464831804281344,6
0.61,0.0,0.069,0.99396,3.33,0.37,10.4,1.6097227252605741,0.5,1.981981981981982,4
0.78,0.51,0.415,0.99623,3.0,1.17,9.2,1.7064332533651867,0.18181818181818182,2.9,5
0.58,0.56,0.153,0.99476,3.21,1.03,11.6,3.116329566930717,0.35714285714285715,2.336448598130841,6
0.75,0.27,0.11,0.99664,3.24,0.45,9.3,3.812811045111575,0.38202247191011235,2.376543209876543,5
0.815,0.0,0.267,0.99471,3.32,0.51,9.8,1.2063817595077961,0.5517241379310345,2.0481927710843375,3
0.56,0.26,0.083,0.99586,3.26,0.52,9.9,2.008314421705862,0.13,2.208588957055215,5
0.885,0.2,0.086,0.9946,3.11,0.46,10.0,1.407601045646491,0.22580645161290322,2.6366559485530545,5
0.49,0.26,0.09,0.9953,3.71,0.62,12.2,2.310861046920526,0.3108108108108108,1.4016172506738545,6
0.45,0.15,0.078,0.99609,3.29,0.51,9.9,2.0078506962222287,0.35714285714285715,2.188449848024316,6
0.57,0.02,0.077,0.99557,3.36,0.62,10.8,2.6115692517854097,0.3142857142857143,2.232142857142857,6
0.83,0.09,0.074,0.99534,3.38,0.45,9.6,1.808427271083248,0.16,2.0118343195266273,5
0.6,0.22,0.08,0.99613,3.3,0.49,9.9,2.1081585736801425,0.23809523809523808,2.4242424242424243,5
0.755,0.15,0.107,0.99593,3.19,0.5,9.5,1.8073559386703886,0.23809523809523808,2.225705329153605,5
0.81,0.25,0.076,0.99668,3.19,0.42,9.2,3.4113256009953044,0.4,2.5078369905956115,5
0.64,0.07,0.1,0.9961,3.3,0.58,9.6,1.8070474851922498,0.34782608695652173,2.2424242424242427,5
0.64,0.31,0.083,0.99718,3.35,0.68,10.3,6.1172506468240435,0.14285714285714285,1.9701492537313432,5
0.48,0.02,0.08,0.99524,3.1,0.53,9.7,2.210522085125196,0.32432432432432434,2.161290322580645,5
0.49,0.0,0.068,0.99292,3.58,0.59,12.5,2.316400112798614,0.45454545454545453,1.675977653631285,6
0.64,0.22,0.094,0.99612,3.37,0.58,11.0,2.409348271292615,0.15151515151515152,2.373887240356083,5
0.62,0.06,0.07,0.9942,3.17,0.48,9.8,1.307583987125327,0.4166666666666667,2.2397476340694005,5
0.52,0.25,0.078,0.99612,3.3,0.48,10.2,2.0077902260771796,0.3220338983050847,2.4242424242424243,5
0.57,0.14,0.07,0.99669,3.32,0.48,9.2,3.9129518706919906,0.3698630136986301,1.9277108433734942,5
0.685,0.1,0.092,0.99745,3.31,0.65,9.55,1.604090430598025,0.25,2.5981873111782474,6
0.675,0.1,0.09,0.99745,3.31,0.65,9.55,1.604090430598025,0.36363636363636365,2.628398791540785,5
0.59,0.26,0.08,0.99584,3.28,0.52,9.9,2.0083547557840618,0.16346153846153846,2.225609756097561,5
0.6,0.12,0.083,0.9966,3.52,0.62,10.2,2.207505518763797,0.4642857142857143,1.9886363636363635,7
0.67,0.0,0.068,0.9956,3.42,0.72,11.1,2.2097227802330255,0.4166666666666667,2.1052631578947367,6
0.69,0.21,0.08,0.9962,3.25,0.51,9.9,2.108010439670749,0.23404255319148937,2.430769230769231,5
0.3,0.42,0.052,0.9963,3.44,0.82,11.9,2.007427481682224,0.25,2.2093023255813953,6
0.33,0.33,0.061,0.996,3.23,1.1,10.0,1.7068273092369477,0.23076923076923078,2.2291021671826625,8
0.5,0.39,0.082,0.9985,3.43,0.62,10.7,2.603905858788182,0.2608695652173913,2.332361516034985,6
0.28,0.3,0.062,0.9952,3.28,0.9,11.3,2.009646302250804,0.5294117647058824,2.347560975609756,7
0.24,0.34,0.062,0.9974,3.22,0.94,10.9,5.113294565871265,0.36363636363636365,2.5465838509316767,6
0.51,0.0,0.064,0.995,3.54,0.93,10.7,2.1105527638190957,0.7407407407407407,1.694915254237288,6
0.29,0.36,0.048,0.995,3.27,1.01,12.4,2.21105527638191,0.660377358490566,2.477064220183486,7
0.96,0.0,0.082,0.9936,3.5,0.44,11.9,1.8115942028985508,0.3125,1.8857142857142857,6
0.47,0.4,0.071,0.9963,3.56,0.73,10.6,2.408912978018669,0.42105263157894735,1.7977528089887642,6
0.57,0.25,0.104,0.9963,3.04,0.9,10.1,2.007427481682224,0.1348314606741573,3.2565789473684212,5
0.32,0.59,0.077,0.9994,3.2,0.78,9.6,2.2013207924754856,0.2,3.125,5
0.58,0.0,0.065,0.9966,3.56,0.84,9.4,1.6054585591009431,0.4444444444444444,1.7415730337078652,5
0.34,0.33,0.064,0.9952,3.35,0.77,12.1,2.512057877813505,0.5675675675675675,2.1791044776119404,7
0.53,0.01,0.077,0.995,3.16,0.46,9.8,1.6080402010050252,0.15789473684210525,2.4683544303797467,5
0.64,0.21,0.077,0.9956,3.27,0.45,9.9,2.2097227802330255,0.24060150375939848,2.3547400611620795,5
0.4,0.18,0.079,0.9965,3.34,0.58,9.4,1.6056196688409432,0.41379310344827586,2.245508982035928,5
0.54,0.0,0.079,0.9956,3.39,0.84,11.4,2.1092808356769788,0.7090909090909091,2.0648967551622417,6
0.53,0.09,0.123,0.9968,3.5,0.67,11.0,3.912520064205457,0.45161290322580644,1.8285714285714287,4
0.26,0.37,0.076,0.9974,3.26,0.7,9.6,1.4036494886705433,0.34782608695652173,2.5460122699386507,6
0.23,0.37,0.046,0.9971,3.41,0.71,12.1,1.805235182027881,0.38333333333333336,2.258064516129032,6
0.41,0.33,0.078,0.9957,3.3,0.58,11.2,2.5107964246258914,0.2608695652173913,2.303030303030303,5
0.64,0.0,0.072,0.9962,3.31,0.63,11.0,1.907247540654487,0.4909090909090909,2.3564954682779455,5
0.18,0.4,0.049,0.996,3.33,0.93,11.3,2.2088353413654622,0.5671641791044776,2.3723723723723724,5
0.41,0.24,0.066,0.9956,3.37,0.62,10.4,1.8079550020088389,0.3829787234042553,2.1958456973293767,5
0.43,0.31,0.069,0.9958,3.26,0.54,9.9,2.108857200241012,0.17567567567567569,2.331288343558282,6
0.44,0.0,0.042,0.9944,3.48,0.85,11.7,1.6090104585679808,0.2727272727272727,1.6954022988505748,6
0.4,0.16,0.069,0.9955,3.42,0.74,10.1,1.808136614766449,0.44,1.783625730994152,7
0.54,0.37,0.214,1.00369,3.18,0.77,9.0,15.343382917036138,0.5789473684210527,3.2075471698113205,6
0.38,0.38,0.169,0.99914,3.15,0.65,8.5,1.6013771843785656,0.3,3.174603174603175,5
0.915,0.29,0.07,0.99577,3.53,0.54,11.1,4.820390250760718,0.38461538461538464,1.9263456090651558,5
0.59,0.0,0.052,0.996,3.41,0.47,10.3,1.7068273092369477,0.375,2.0527859237536656,5
0.67,0.02,0.072,0.99566,3.32,0.68,11.0666666666667,2.209589618946227,0.33695652173913043,2.198795180722892,6
0.37,0.32,0.062,0.9947,3.23,0.73,11.3,2.0106564793405046,0.5357142857142857,2.2291021671826625,7
0.785,0.19,0.094,0.99713,3.16,0.52,9.56666666666667,5.214966955161313,0.19387755102040816,2.3417721518987342,6
0.63,0.02,0.078,0.99712,3.4,0.75,9.8,1.9054878048780486,0.6,2.0294117647058827,5
0.58,0.2,0.058,0.99322,3.38,0.49,11.7,1.7619459938382231,0.36363636363636365,2.0414201183431953,5
0.67,0.02,0.072,0.99566,3.32,0.68,11.1,2.209589618946227,0.33695652173913043,2.198795180722892,6
0.785,0.19,0.094,0.99713,3.16,0.52,9.6,5.214966955161313,0.19387755102040816,2.3417721518987342,6
0.67,0.0,0.08,0.99701,3.4,0.74,9.7,1.9056980371310217,0.5641025641025641,2.0,5
0.58,0.01,0.08,0.99683,3.4,0.73,9.7,1.9060421536269976,0.7407407407407407,2.0294117647058827,5
0.38,0.31,0.056,0.99472,3.23,0.76,11.3,2.0106160527585653,0.5172413793103449,2.2291021671826625,8
0.32,0.44,0.104,0.99732,3.33,0.78,11.0,2.7072554445915054,0.47058823529411764,2.3423423423423424,7
0.58,0.02,0.062,0.99374,3.35,0.76,11.6,2.0125988689194356,0.6981132075471698,1.9701492537313432,7
0.49,0.33,0.074,0.99706,3.41,0.58,9.0,1.9056024712655206,0.3176470588235294,2.228739002932551,5
0.45,0.63,0.073,0.99974,3.21,0.69,10.9,2.2005721487586776,0.30434782608695654,3.644859813084112,6
0.9,0.0,0.052,0.99467,3.5,0.63,10.9,1.6085736978093237,0.5294117647058824,1.8571428571428572,6
0.54,0.06,0.05,0.99236,3.3,0.5,10.55,1.8138578741585716,0.42696629213483145,1.8181818181818183,6
0.29,0.4,0.067,0.99603,3.39,0.6,10.5,1.7067759003242875,0.4,2.47787610619469,5
0.2,0.35,0.054,0.99458,3.32,0.8,11.9,1.709264212029198,0.4666666666666667,2.379518072289157,7
0.42,0.09,0.054,0.99724,3.41,0.68,10.4,2.306365568970358,0.53125,1.8768328445747802,6
0.785,0.0,0.06,0.99664,3.59,0.61,10.0,2.107079788087976,0.46153846153846156,1.7270194986072425,4
0.64,0.03,0.075,0.99545,3.36,0.58,10.4,2.3105128333919334,0.45161290322580644,2.0238095238095237,6
0.63,0.01,0.076,0.99522,3.34,0.53,10.8,2.411527099535781,0.358974358974359,2.065868263473054,6
0.59,0.1,0.063,0.9958,3.41,0.67,9.7,1.7071701144808193,0.6415094339622641,1.9941348973607036,5
0.48,0.32,0.062,0.99728,3.3,0.65,10.0,2.1057275790149204,0.5740740740740741,2.2121212121212124,7
